case_number	case_name	n_sequences	n_changes	group_name	gt_candidates	test_status	initial_region_span	gap_history	best_candidates	direction_L1	rank_L1_L2	bc_breakpoints_target	gt_breakpoints_target	p_value_vs_L1	p_value_vs_L2	alternative_candidates
3	PQ716969.1	640	157	A.1.NmC12	N/A	N/A	1-66,67-157		A.1.NmC3 + A.1.NmC12	>>	N/A	66-67	N/A	1.81e-63	1.01e-30	[], []
3	PP761982.1	640	156	A.1.NmC12	N/A	N/A	1-82,83-156		A.1.NmC1 + A.1.NmC12	>>	N/A	82-83	N/A	1.45e-27	2.59e-02	[], []
3	PV324440.1	640	159	A.1.NmC12	N/A	N/A	1-101,102-104,105-159	101-105 -> 	A.1.NmC12 + A.1.NmC6 + A.1.NmC12	>>	N/A	101-102, 104-105	N/A	1.15e-10	9.96e-100	[], []
3	PV324448.1	640	160	A.1.NmC12	N/A	N/A	1-100,101-126,152-160	100-152 -> 126-152	A.1.NmC12 + A.1.NmC9 + A.1.NmC12	>>	N/A	100-101, 126-127	N/A	9.33e-11	5.65e-84	[], []
3	PV324456.1	640	160	A.1.NmC12	N/A	N/A	1-101,102-104,105-160	101-105 -> 	A.1.NmC12 + A.1.NmC6 + A.1.NmC12	>>	N/A	101-102, 104-105	N/A	1.15e-10	1.11e-99	[], []
3	PV305672.1	640	161	A.1.NmC12	N/A	N/A	1-11,12-161		A.1.NmC4 + A.1.NmC12	<<	N/A	11-12	N/A	9.07e-87	5.87e-04	[], []
3	PV305264.1	640	157	A.1.NmC12	N/A	N/A	1-47,48-49,50-157	47-50 -> 	A.1.NmC12 + A.1.NmC14 + A.1.NmC12	>>	N/A	47-48, 49-50	N/A	5.85e-22	2.95e-158	[], []
3	PV305272.1	640	159	A.1.NmC12	N/A	N/A	1-146,147-159		A.1.NmC12 + A.1.NmC14	>>	N/A	146-147	N/A	2.19e+00	1.54e-170	[], []
3	PV319520.1	640	161	A.1.NmC12	N/A	N/A	1-138,153-161	138-153	A.1.NmC12 + A.1.NmC4	>>	N/A	139-140	N/A	1.27e+07	2.71e-86	[], []
3	PV307768.1	640	160	A.1.NmC12	N/A	N/A	1-104,105-107,108-160	104-108 -> 	A.1.NmC12 + A.1.NmC10 + A.1.NmC12	>>	N/A	104-105, 107-108	N/A	2.19e-17	3.66e-82	[], []
3	PV324504.1	640	157	A.1.NmC12	N/A	N/A	1-83,84-157		A.1.NmC1 + A.1.NmC12	>>	N/A	83-84	N/A	1.03e-25	2.25e-02	[], []
3	PV309144.1	640	156	A.1.NmC12	N/A	N/A	1-70,71-156		A.1.NmC2 + A.1.NmC12	>>	N/A	70-71	N/A	9.26e-62	7.34e-03	[], []
3	PV309152.1	640	156	A.1.NmC12	N/A	N/A	1-70,71-156		A.1.NmC2 + A.1.NmC12	>>	N/A	70-71	N/A	9.26e-62	7.34e-03	[], []
3	PV317480.1	640	161	A.1.NmC12	N/A	N/A	1-101,115-161	101-115	A.1.NmC12 + A.1.NmC4	>>	N/A	108-109	N/A	1.18e+13	3.82e-83	[], []
3	PV323288.1	640	155	A.1.NmC12	N/A	N/A	1-47,48-49,50-155	47-50 -> 	A.1.NmC12 + A.1.NmC14 + A.1.NmC12	>>	N/A	47-48, 49-50	N/A	5.85e-22	2.80e-158	[], []
3	PV323296.1	640	156	A.1.NmC12	N/A	N/A	1-48,49-50,51-156	48-51 -> 	A.1.NmC12 + A.1.NmC14 + A.1.NmC12	>>	N/A	48-49, 50-51	N/A	5.82e-22	3.02e-166	[], []
3	PV303264.1	640	160	A.1.NmC12	N/A	N/A	1-83,116-160	83-116	A.1.NmC12 + A.1	>>	N/A	106-107	N/A	1.13e+19	3.31e-51	[], []
3	PV322048.1	640	158	A.1.NmC12	N/A	N/A	1-97,98-104,105-158	97-105 -> 	A.1.NmC12 + A.1 + A.1.NmC12	>>	N/A	97-98, 104-105	N/A	1.46e-04	2.91e-76	[], []
3	PP748183.1	640	160	A.1.NmC12	N/A	N/A	1-147,148-160		A.1.NmC12 + A.1.NmC14	>>	N/A	147-148	N/A	2.20e+00	1.59e-194	[], []
3	PQ827605.1	640	160	A.1.NmC12	N/A	N/A	1-147,148-160		A.1.NmC12 + A.1.NmC14	>>	N/A	147-148	N/A	2.20e+00	1.59e-194	[], []
3	PP755565.1	640	161	A.1.NmC12	N/A	N/A	1-3,4-161		A.1.NmC4 + A.1.NmC12	<<	N/A	3-4	N/A	2.88e-90	1.83e+00	[], []
3	PP755573.1	640	161	A.1.NmC12	N/A	N/A	1-3,4-161		A.1.NmC4 + A.1.NmC12	<<	N/A	3-4	N/A	2.88e-90	1.83e+00	[], []
3	PQ828053.1	640	161	A.1.NmC12	N/A	N/A	1-3,4-161		A.1.NmC4 + A.1.NmC12	<<	N/A	3-4	N/A	2.88e-90	1.83e+00	[], []
3	PQ828061.1	640	161	A.1.NmC12	N/A	N/A	1-3,4-161		A.1.NmC4 + A.1.NmC12	<<	N/A	3-4	N/A	2.88e-90	1.83e+00	[], []
3	PV318904.1	640	156	A.1.NmC12	N/A	N/A	1-46,47-48,49-156	46-49 -> 	A.1.NmC12 + A.1.NmC14 + A.1.NmC12	<<	N/A	46-47, 48-49	N/A	5.82e-22	4.46e-147	[], []
3	PV303656.1	640	158	A.1.NmC12	N/A	N/A	1-144,145-158		A.1.NmC12 + A.1.NmC8	>>	N/A	144-145	N/A	7.74e-12	1.47e-131	[], []
3	PQ687415.1	640	163	A.1.NmC12	N/A	N/A	1-141,142-143,154-163	141-154 -> 143-154	A.1.NmC12 + A.1.NmC5 + A.1.NmC12	>>	N/A	141-142, 143-144	N/A	1.34e-02	2.33e-265	[], []
3	PQ687047.1	640	162	A.1.NmC12	N/A	N/A	1-140,141-142,153-162	140-153 -> 142-153	A.1.NmC12 + A.1.NmC5 + A.1.NmC12	>>	N/A	140-141, 142-143	N/A	1.31e-02	1.74e-259	[], []
3	PQ687087.1	640	163	A.1.NmC12	N/A	N/A	1-141,142-143,154-163	141-154 -> 143-154	A.1.NmC12 + A.1.NmC5 + A.1.NmC12	>>	N/A	141-142, 143-144	N/A	1.34e-02	1.70e-259	[], []
3	PV312136.1	640	157	A.1.NmC12	N/A	N/A	1-144,145-157		A.1.NmC12 + A.1.NmC14	>>	N/A	144-145	N/A	2.19e+00	3.82e-151	[], []
3	PV336660.1	640	164	A.1.NmC12	N/A	N/A	1-143,146-164	143-146	A.1.NmC12 + A.1.NmC10	>>	N/A	145-146	N/A	2.09e+00	5.35e-171	[], []
3	PV847517.1	640	166	A.1.NmC12	N/A	N/A	1-145,148-166	145-148	A.1.NmC12 + A.1.NmC10	>>	N/A	147-148	N/A	2.09e+00	4.29e-190	[], []
4	PQ708929.1	1060	158	A.1.NmC7	N/A	N/A	1-154,155-158		A.1.NmC7 + A.1.NmC2	>>	N/A	154-155	N/A	5.54e-01	2.41e-162	[], []
4	PQ710505.1	1060	160	A.1.NmC7	N/A	N/A	1-152,153-160		A.1.NmC7 + A.1.NmC4	>>	N/A	152-153	N/A	5.68e+01	1.01e-34	[], []
4	PQ712393.1	1060	156	A.1.NmC7	N/A	N/A	1-121,122-123,124-156	121-124 -> 	A.1.NmC7 + A.1.NmC6 + A.1.NmC7	>>	N/A	121-122, 123-124	N/A	1.16e-01	2.76e-182	[], []
4	PQ715537.1	1060	158	A.1.NmC7	N/A	N/A	1-19,20-21,22-158	19-22 -> 	A.1.NmC7 + A.1.NmC9 + A.1.NmC7	<<	N/A	19-20, 21-22	N/A	4.95e+06	9.99e-165	[], []
4	PQ712073.1	1060	158	A.1.NmC7	N/A	N/A	1-11,12-158		A.1.NmC4 + A.1.NmC7	<<	N/A	11-12	N/A	7.50e-35	6.36e-02	[], []
4	PP802862.1	1060	107	A.1.NmC7	N/A	N/A	1-99,100-107		A.1.NmC7 + A.1	>>	N/A	99-100	N/A	5.93e-08	1.02e-14	[], []
4	PQ715089.1	1060	159	A.1.NmC7	N/A	N/A	1-124,125-126,127-159	124-127 -> 	A.1.NmC7 + A.1.NmC6 + A.1.NmC7	>>	N/A	124-125, 126-127	N/A	1.16e-01	2.50e-203	[], []
4	PQ709665.1	1060	160	A.1.NmC7	N/A	N/A	1-8,10-12,13-160	8-13 -> 8-10	A.1.NmC7 + A.1.NmC12 + A.1.NmC7	<<	N/A	8-9, 12-13	N/A	6.49e+04	2.88e-79	[], []
4	PQ715249.1	1060	155	A.1.NmC7	N/A	N/A	1-96,97-100,101-155	96-101 -> 	A.1.NmC7 + A.1.NmC6 + A.1.NmC7	>>	N/A	96-97, 100-101	N/A	5.17e-11	6.63e-169	[], []
4	PQ714737.1	1060	161	A.1.NmC7	N/A	N/A	1-12,13-14,15-161	12-15 -> 	A.1.NmC7 + A.1.NmC5 + A.1.NmC7	<<	N/A	12-13, 14-15	N/A	1.00e-01	3.52e-174	[], []
4	PQ702289.1	1060	158	A.1.NmC7	N/A	N/A	1-7,8-158		A.1.NmC13 + A.1.NmC7	<<	N/A	7-8	N/A	9.39e-54	3.25e-03	[], []
4	PV314336.1	1060	156	A.1.NmC7	N/A	N/A	1-106,107-126,132-156	106-132 -> 126-132	A.1.NmC7 + A.1.NmC13 + A.1.NmC7	>>	N/A	106-107, 130-131	N/A	4.39e-02	8.69e-57	[], []
4	PV315576.1	1060	160	A.1.NmC7	N/A	N/A	1-115,125-160	115-125	A.1.NmC7 + A.1	>>	N/A	123-124	N/A	9.37e+01	1.92e-33	[], []
4	PQ709209.1	1060	157	A.1.NmC7	N/A	N/A	1-67,72-157	67-72	A.1.NmC7 + A.1.NmC7	>>	N/A	71-72	N/A	2.72e+00	2.72e+00	[], []
4	PQ708697.1	1060	164	A.1.NmC7	N/A	N/A	1-134,142-164	134-142	A.1.NmC7 + A.1.NmC2	>>	N/A	141-142	N/A	5.27e-01	8.60e-200	[], []
4	PQ709697.1	1060	160	A.1.NmC7	N/A	N/A	1-8,10-12,13-160	8-13 -> 8-10	A.1.NmC7 + A.1.NmC12 + A.1.NmC7	<<	N/A	8-9, 12-13	N/A	6.49e+04	2.88e-79	[], []
4	PQ710369.1	1060	156	A.1.NmC7	N/A	N/A	1-11,12-156		A.1.NmC4 + A.1.NmC7	<<	N/A	11-12	N/A	1.34e-40	6.33e-02	[], []
4	PQ710385.1	1060	156	A.1.NmC7	N/A	N/A	1-121,124-156	121-124	A.1.NmC7 + A.1.NmC12	>>	N/A	123-124	N/A	2.35e+00	6.74e-73	[], []
4	PQ714777.1	1060	158	A.1.NmC7	N/A	N/A	1-11,12-158		A.1.NmC4 + A.1.NmC7	<<	N/A	11-12	N/A	7.28e-37	6.33e-02	[], []
4	PQ710417.1	1060	157	A.1.NmC7	N/A	N/A	1-149,150-157		A.1.NmC7 + A.1.NmC4	>>	N/A	149-150	N/A	5.68e+01	2.02e-41	[], []
4	PQ711889.1	1060	158	A.1.NmC7	N/A	N/A	1-115,116-158		A.1.NmC7 + A.1	>>	N/A	115-116	N/A	5.17e+01	3.52e-23	[], []
4	PQ718761.1	1060	156	A.1.NmC7	N/A	N/A	1-45,46-63,75-156	45-75 -> 63-75	A.1.NmC7 + A.1.NmC8 + A.1.NmC7	<<	N/A	45-46, 63-64	N/A	8.54e-23	1.80e-205	[], []
4	PP761738.1	1060	154	A.1.NmC7	N/A	N/A	1-36,37-45,49-154	36-49 -> 45-49	A.1.NmC7 + A.1.NmC14 + A.1.NmC7	<<	N/A	36-37, 45-46	N/A	3.69e-04	3.91e-88	[], []
4	PQ717097.1	1060	154	A.1.NmC7	N/A	N/A	1-5,6-154		A.1.NmC9 + A.1.NmC7	<<	N/A	5-6	N/A	2.16e-174	2.11e-02	[], []
4	PV317664.1	1060	156	A.1.NmC7	N/A	N/A	1-112,113-156		A.1.NmC7 + A.1	>>	N/A	112-113	N/A	6.60e+01	6.88e-38	[], []
4	PQ703625.1	1060	163	A.1.NmC7	N/A	N/A	1-133,141-163	133-141	A.1.NmC7 + A.1.NmC1	>>	N/A	140-141	N/A	4.68e-01	3.10e-163	[], []
4	PQ710913.1	1060	155	A.1.NmC7	N/A	N/A	1-7,8-155		A.1.NmC8 + A.1.NmC7	<<	N/A	7-8	N/A	1.64e-210	2.40e+00	[], []
4	PQ717633.1	1060	160	A.1.NmC7	N/A	N/A	1-108,109-117,121-160	108-121 -> 117-121	A.1.NmC7 + A.1.NmC4 + A.1.NmC7	>>	N/A	108-109, 119-120	N/A	7.10e-02	1.30e-37	[], []
4	PQ717353.1	1060	156	A.1.NmC7	N/A	N/A	1-125,126-156		A.1.NmC7 + A.1.NmC4	>>	N/A	125-126	N/A	1.76e+02	3.92e-33	[], []
4	PQ717945.1	1060	157	A.1.NmC7	N/A	N/A	1-44,45-47,48-157	44-48 -> 	A.1.NmC7 + A.1.NmC8 + A.1.NmC7	<<	N/A	44-45, 47-48	N/A	9.63e-23	3.93e-189	[], []
4	PQ714705.1	1060	157	A.1.NmC7	N/A	N/A	1-81,82-87,88-157	81-88 -> 	A.1.NmC7 + A.1.NmC1 + A.1.NmC7	>>	N/A	81-82, 87-88	N/A	4.65e+05	2.01e-115	[], []
4	PQ717361.1	1060	156	A.1.NmC7	N/A	N/A	1-125,126-156		A.1.NmC7 + A.1.NmC4	>>	N/A	125-126	N/A	1.76e+02	9.05e-34	[], []
